Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
3090,"HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM , A.P.",ANDHRA PRADESH,27,27,7.2,7.2,2972,2972,2013
3091,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,26,26,6.8,6.8,2882,2882,2013
3092,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM, A.P.",ANDHRA PRADESH,26,26,7.5,7.5,1009,1009,2013
3093,"B/W AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM, DISTT SRIKAKULAM, A.P.",ANDHRA PRADESH,26,26,6.9,6.9,2040,2040,2013
1533,"*DIGBOI, TINSUKIA DISTT.,ASSAM",Assam,21,24,6.2,6.7,203,748,2013
1534,"*KARBIANGLONG DISTT., ASSAM",Assam,24,24,5.8,5.8,347,347,2013
1535,"*SIBSAGAR , ASSAM",Assam,24,24,6.5,7.2,396,612,2013
1536,"*SIBSAGAR, ASSAM",Assam,24,30,6,6.7,118,262,2013
1537,"*(JORHAT, ASSAM",Assam,24,25,6.3,7,412,517,2013
1538,"*SILCHAR, ASSAM",Assam,18,19,6.2,7.2,106,520,2013
1539,"*BARPETA, ASSAM",Assam,26,27,6.8,7.4,591,1065,2013
1540,"*BONAIGAON, ASSAM",Assam,24,29,6,6.1,184,314,2013
1541,"*GUWAHATI, ASSAM",Assam,24,26,6.6,7.5,206,450,2013
1542,"*GUWAHATI, ASSAM",Assam,22,23,6,6.7,340,740,2013
2243,"GROUND WATER FROM LEDO, MARGHERITA",Assam,21,22,5.3,6,417,506,2013
2244,GROUND WATER FROM NAZIRA,Assam,22,25,6.3,7,288,418,2013
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),Assam,24,30,5.4,6.1,100,361,2013
2246,GROUND WATER FROM SEMENCHAPARI,Assam,21,23,6.2,6.6,162,270,2013
2247,GROUND WATER FROM SILAPATHAR,Assam,20,23,6.6,6.8,274,752,2013
2248,GROUND WATER FROM LAKHIMPUR TOWN,Assam,20,27,6.1,6.6,73,212,2013
2249,GROUND WATER FROM TEZPUR (MISSION CHARIALI),Assam,22,25,6.1,6.9,159,264,2013
2250,GROUND WATER FROM NAGAON (PANIGAON),Assam,29,29,7.1,7.1,910,910,2013
2251,GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT,Assam,28,30,6.8,7.2,309,331,2013
2252,GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI,Assam,24,25,6.6,6.7,257,260,2013
2253,GROUND WATER FROM NALBARI,Assam,26,30,6.6,7,270,293,2013
2254,GROUND WATER FROM BARPETA ROAD(RLY STATION),Assam,25,28,7.3,7.5,649,1370,2013
2255,"GROUND WATER NEAR BPRL, DHALIGAON",Assam,24,29,5.9,6.7,160,472,2013
2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),Assam,27,29,5.8,6.1,110,166,2013
2257,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),Assam,28,28,6.4,7.5,434,702,2013
2258,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),Assam,23,23,6.1,6.1,253,253,2013
2259,GROUND WATER FROM DIPHU (GOVT. COLLEGE),Assam,26,26,7,7,1307,1307,2013
2261,GROUND WATER FROM HAFLONG,Assam,17,18,7.1,7.1,92,196,2013
2262,GROUND WATER FROM KARIMGANJ (COLLEGE),Assam,16,16,6.7,6.7,181,181,2013
2263,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),Assam,18,18,5.9,7.1,95,113,2013
2264,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,Assam,15,18,5.9,7.2,206,472,2013
1634,DREAMLAND (SPRING),Meghalaya,17,18,6.6,6.9,195,220,2013
1635,MAWLAI MAWPDANG (SPRING),Meghalaya,18,20,5.1,5.7,220,250,2013
1636,NARBONG,Meghalaya,20,22,6.5,6.5,200,240,2013
1637,WAH-U-DKHAR,Meghalaya,17,19,6.5,6.6,75,87,2013
1638,UMSAHEP,Meghalaya,15,20,6,6.6,120,131,2013
3385,"MAWTHADRISHAN WELL AT MARKASA, WEST KHASI HILLS",Meghalaya,16,18,6.8,7,30,34,2013
3386,"JAKREM HOT SPRING AT JAKREM, WEST KHASI HILLS",Meghalaya,46,50,9.5,9.7,330,342,2013
2054,RAMHLUM (NORTHERN PART),Mizoram,16,22,5.3,8.3,11,435,2013
2055,MISSION VENGTHLANG (SOUTHERN PART),Mizoram,15,22,6.7,8.8,11,533,2013
1405,"WELL AT UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,26,27,7,7.7,172,188,2013
1406,"WELL AROUND UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,26,27,7.4,7.8,342,364,2013
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26,27,7.6,7.9,190,196,2013
1731,"LANKAMURA, TRIPURA",TRIPURA,27,28,7.2,7.8,80,105,2013
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,26,27,7.5,7.8,110,120,2013
1733,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,27,28,7.4,7.8,132,142,2013
1734,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,27,28,7.4,7.6,186,210,2013
1620,"AT RAIPUR REGION, CHHATISSGARH",Chhattisgarh,22,34,7.4,8,468,696,2013
1621,"AT RAIPUR REGION,CHHATISSGARH",Chhattisgarh,24,34,7.1,7.8,460,585,2013
1622,"AT BILASPUR REGION, CHHATISSGARH",Chhattisgarh,29,30,7.5,7.8,572,670,2013
1623,"AT BILASPUR REGION, CHHATISSGARH",Chhattisgarh,29,29,8,8.5,1494,2038,2013
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL AREA, BHILAI, CHHATISGARH.",Chhattisgarh,26,30,7.4,7.5,,,2013
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA",Chhattisgarh,26,28,6.8,7,,,2013
3173,"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA",Chhattisgarh,26,29,7.1,7.2,,,2013
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC,KORBA",Chhattisgarh,26,28,7.1,7.2,,,2013
1616,"OPEN WELL/TUBE WELL INDUSTRIAL AREA, GOVINDPURA, BHOPAL, M.P",Madhya Pradesh,24,24,7.9,7.9,1730,1730,2013
1617,"OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP, DISTT. RAISEN, M.P",Madhya Pradesh,27,27,6.8,6.8,277,277,2013
1618,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,29,34,7.4,7.4,910,950,2013
1619,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,29,29,7.3,7.3,850,850,2013
2143,"KATHODA, JABALPUR",Madhya Pradesh,21,21,7.3,7.5,410,447,2013
2144,"MADAI GRAM, JABALPUR",Madhya Pradesh,19,19,7.5,7.5,392,392,2013
2145,"MEHATWAS, NAGDA",Madhya Pradesh,,,7.5,7.5,2220,2220,2013
2146,"BHAGATPURI VILLAGE, NAGDA",Madhya Pradesh,7.8,7.8,7.8,7.8,5630,5630,2013
2148,"DOSIGAON, RATLAM",Madhya Pradesh,29,29,8.1,8.1,2220,2220,2013
2149,"CULVERT ON A.B. ROAD, MAKSI",Madhya Pradesh,30,30,7.6,7.6,1068,1068,2013
2153,"IBRAHIMGANJ NEAR BUS STAND, BHOPAL",Madhya Pradesh,25,25,8.1,8.1,1710,1710,2013
3327,TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEAR BARAPATTHAR,Madhya Pradesh,23,23,7.4,7.4,340,340,2013
3335,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA RECHHAI, JABALPUR",Madhya Pradesh,18,22,7.1,7.8,478,486,2013
3336,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, CHHINDWARA",Madhya Pradesh,21,21,7.2,7.2,471,471,2013
3338,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",Madhya Pradesh,29,29,7.4,7.4,280,280,2013
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,16,26,6.8,7.8,319,379,2013
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,16,25,7.1,7.4,362,402,2013
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,21,21,7.5,7.5,316,316,2013
1558,"AT BADDI, H.P",HIMACHAL PRADESH,,,7.3,7.3,311,311,2013
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,,,7.1,8,214,368,2013
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,,,7.5,8.5,260,847,2013
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,19,21,7.2,7.7,695,724,2013
1562,"AT UNA, H.P",HIMACHAL PRADESH,18,19,7.9,8,591,698,2013
1588,"PUNKUNNAM TRISSUR DISTT. , KERALA",HIMACHAL PRADESH,28,29,5.6,8.3,220,263,2013
1872,SHIMLA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,4,17,6.9,8.1,142,782,2013
1873,DHARAMSHALA KANGRA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,16,19,5.6,7.1,272,298,2013
1874,SOLAN-D/S OF MSW DUMPING SIOT-,HIMACHAL PRADESH,16,22,7.2,8.3,150,738,2013
1875,MANDI-D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,19,24,7.5,7.9,283,615,2013
1876,PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,22,22,7.2,7.2,283,283,2013
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,13,13,7.1,7.1,166,166,2013
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,,,7,8.2,235,339,2013
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,,,7.1,8.1,241,367,2013
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,,,7.1,8.7,392,712,2013
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,16,28,6.7,7.2,327,438,2013
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,16,25,6.4,7.8,301,352,2013
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,18,18,7.7,7.9,790,817,2013
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,18,18,7.8,7.8,583,711,2013
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,15,17,6.8,7.8,210,711,2013
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,18,20,7.5,8.6,372,511,2013
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,17,18,7.1,7.5,769,1030,2013
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,17,18,6.4,6.9,687,755,2013
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,18,20,7.6,8.6,430,809,2013
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,17,17,7.6,7.9,281,401,2013
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,,,8.4,8.4,100,100,2013
2636,HAND PUMP AT KANGRA TEMPLE/ TOWN,HIMACHAL PRADESH,18,18,6.9,7.1,660,683,2013
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,15,18,6.8,7.6,1460,1660,2013
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,17,19,7.4,8.3,596,957,2013
2639,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,16,18,6,8,79,181,2013
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,22,24,7.3,8,351,353,2013
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,15,15,6.8,7.6,715,729,2013
2642,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,17,17,6.6,8.8,108,191,2013
2644,HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,22,23,7.3,7.6,120,586,2013
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,16,24,7,7.5,366,441,2013
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,15,24,6.7,7.9,268,1194,2013
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,17,18,7.4,7.5,633,713,2013
1898,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",PUNJAB,,,7,7,,,2013
1899,"BHAGWAN SINGH, H.NO.907, DASMESH NAGAR, GALI NO. 6, LUDHIANA",PUNJAB,,,7,7,,,2013
1900,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,,,7,7,,,2013
1901,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,,,7,7,,,2013
1902,"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,,,7,7,,,2013
1903,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",PUNJAB,,,7,7,,,2013
19,"WELL AT ELOOR, KERALA",Kerala,27,29,6.2,6.7,52,194,2013
22,"WELL AT CHUNGAPALLY, KERALA",Kerala,27,28,6.5,6.8,128,133,2013
35,"WELL AT PUNALUR, KERALA",Kerala,23,24,5.6,5.8,214,280,2013
1581,"PAPPANAMKODE, THIRUVANANTHAPURAM, KERALA",Kerala,29,29,5.4,6,310,370,2013
1582,"NEDUMANGAD, THIRUVANANTHAPURAM, KERALA",Kerala,29,30,6.6,7.2,153,180,2013
1583,"KUNDARA, KOLLAM DISTT. , KERALA",Kerala,23,23,4.7,4.8,76,92,2013
1584,"CHERTHALA, ALLEPPY, KERALA",Kerala,28,28,7.5,7.6,145,268,2013
1585,"VYTTILA, ERNAKULAM DISTT. , KERALA",Kerala,29,29,7.6,7.7,149,740,2013
1586,"EDAYAR ERNAKULAM DISTT., KERALA",Kerala,27,28,5.6,6,105,140,2013
1587,"KALAMASSERY ERNAKULAM DISTT. , KERALA",Kerala,27,28,6.1,6.1,210,308,2013
1589,"MALAPURAM , KERALA",Kerala,28,29,6.5,7,182,260,2013
1590,"MAVOOR, KOZHIKKODE DISTT. , KERALA",Kerala,24,26,6.6,6.7,83,108,2013
1591,"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",Kerala,28,28,4.7,6.6,108,153,2013
1592,"PAYYANNUR, KANNUR DISTT. , KERALA",Kerala,27,30,5.8,6.1,176,200,2013
2308,FATHIMAPURAM (CHANGANASSERY),Kerala,27,29,6.9,7,138,357,2013
2309,KAROOR (PALA),Kerala,28,29,6.1,6.7,102,169,2013
2310,VAIKOM,Kerala,27,28,6.6,6.9,128,177,2013
2311,VADAVATHOOR (KOTTAYAM),Kerala,28,29,6.1,7.1,100,146,2013
2313,"SARVODAPURAM, ALAPPUZHA",Kerala,28,28,7.8,7.9,225,225,2013
2314,KUREEPUZHA (KOLLAM),Kerala,23,24,5.5,6,172,220,2013
2315,K.M.M.L. (KOLLAM),Kerala,24,25,8.2,8.4,450,520,2013
2316,CHELLORA TRENCHING GROUND (KANNUR),Kerala,27,28,4.8,6.7,40,49,2013
2317,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,Kerala,27,30,5.4,5.9,139,302,2013
2320,MANJERI,Kerala,28,29,6.5,6.7,144,190,2013
2321,LALOOR (THRISSUR),Kerala,28,30,4.3,7.3,300,348,2013
2322,OLLUR (THRISSUR),Kerala,29,30,4.1,6.8,240,319,2013
2323,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),Kerala,28,28,6.1,6.3,279,370,2013
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),Kerala,27,28,5.8,6.8,50,1670,2013
2327,KARUKAMANI,Kerala,29,30,8.4,8.7,650,699,2013
3463,"WELL AT VELLIPARAMBA, KOZHEKODE",Kerala,27,28,6.5,6.7,85,118,2013
3472,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",Kerala,27,29,6.8,7,430,1094,2013
3474,"WELL AT PAYANOOR, KANNUR",Kerala,26,30,4.9,6.9,174,240,2013
3475,"WELL AT KARIMBAM, KANNUR",Kerala,27,28,4.5,5.4,54,110,2013
1593,"WELL NEAR J.B SCHOOL, LAKSHDWEEP",Lakshadweep,27,31,7.1,8.2,829,1139,2013
1594,"WELL NEAR OTTAVATHIL PALLI, LAKSHDWEEP",Lakshadweep,28,31,7,8,1183,1611,2013
1595,"WELL NEAR CHEKKILLAM HOUSE, LAKSHDWEEP",Lakshadweep,28,31,7.2,8,652,932,2013
1596,"WELL C/O KADAT PALLI, LAKSHDWEEP",Lakshadweep,27,31,7.3,8.2,463,686,2013
1598,"WELL C/O PUTHIYA PALLI., LAKSHDWEEP",Lakshadweep,27,31,7.5,8.1,610,679,2013
1599,"WELL C/O PURATHA PALLI, LAKSHDWEEP",Lakshadweep,27,31,7.2,8.2,604,856,2013
1600,WELL C/O ANDAM PALLILAKSHDWEEP,Lakshadweep,27,30,6.9,7.9,850,1024,2013
1601,WELL C/O CIRCUIT HOUSELAKSHDWEEP,Lakshadweep,27,31,7,7.8,1021,2950,2013
1602,"WELL C/O GOVT. PRESS, LAKSHDWEEP",Lakshadweep,27,32,7.1,8,1237,1810,2013
1603,"WELL C/O OLD POLICE BARRACKS, LAKSHDWEEP",Lakshadweep,28,39,7,8.2,1018,3140,2013
1605,"WELL NEAR HALIPAD, LAKSHDWEEP",Lakshadweep,28,31,7.2,8,946,1253,2013
1606,"PUBLIC WELL OPPOSITE S.B.SCHOOL, LAKSHDWEEP",Lakshadweep,29,31,7.2,8,716,1159,2013
1397,"WELL AT MUTHIALPET AREA(I), PONDICHERRY",PONDICHERRY,30,32,6.4,6.9,4630,4850,2013
1398,"WELL AT THENGAITHITTU AREA, (II) PONDICHERRY",PONDICHERRY,30,33,6.5,6.6,1067,1108,2013
1453,"WELL AT MUTHARAPLATYAM (PWD), PONDICHERRY",PONDICHERRY,30,31,6.3,6.6,575,625,2013
1454,"WELL AT KALAPET, PONDI. UNIVER. ADMN. BLOCK, PONDICHERRY",PONDICHERRY,28,31,6.1,6.2,182,212,2013
1687,"NEHRU STATUE, PONDICHERRY",PONDICHERRY,30,32,7.1,7.4,1223,1303,2013
1688,"KATTERIKUPPAM, PODICHERRY",PONDICHERRY,30,30,7.1,7.2,668,1183,2013
1689,"CHUNMBAR RIVER, PONDICHERRY",PONDICHERRY,24,24,7.7,7.7,,,2013
2009,KURUMBAPET,PONDICHERRY,30,30,6.3,6.5,528,553,2013
2010,METTUPALAYAM,PONDICHERRY,30,33,6.6,6.8,1081,1150,2013
2011,URUVAIYAR,PONDICHERRY,30,32,7.3,7.5,2390,2850,2013
2012,KARUVADIKUPPAM,PONDICHERRY,34,34,6.8,6.8,1148,1148,2013
2013,"T.R.PATTINAM, KARAIKAL",PONDICHERRY,25,26,8.3,8.7,1268,1521,2013
2014,"VADAMATTAM, KARAIKAL",PONDICHERRY,22,27,8.7,8.8,118,1241,2013
2446,PALLUR,PONDICHERRY,27,27,6.4,6.4,326,326,2013
2447,PANTHAKKAL,PONDICHERRY,28,28,5.8,5.8,103,103,2013
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",Daman & Diu,29,32,6.9,7.3,899,1568,2013
2448,"VILLAGE BHIMPORE,DAMAN",Dadra & Nagar Haveli,29,31,6.8,6.8,765,885,2013
2450,"VILLAGE DUNETHA,DAMAN",Dadra & Nagar Haveli,30,30,7,7,624,624,2013
2451,"VILLAGE DABHEL,DAMAN",Dadra & Nagar Haveli,31,31,7,7,1639,1639,2013
2452,"VILLAGE KACHIGAM,DAMAN",Dadra & Nagar Haveli,31,31,7.2,7.2,1383,1383,2013
2453,"VILLAGE KHANVEL,DADRA",Dadra & Nagar Haveli,32,32,6.7,6.7,485,485,2013
2455,"VILLAGE MASAT,DADRA",Dadra & Nagar Haveli,31,31,6.7,6.7,2942,2942,2013
2458,"VILLAGE,DADRA",Dadra & Nagar Haveli,31,31,7.2,7.2,2656,2656,2013
2004,"Bore well at Parvati Industrial Estate.Village-Yadrav, Taluka- Shirol, District- Kolhapur",Maharashtra,,,7.4,7.4,2066,2066,2013
2005,"Bore well at Khanjirenagar. Village-Khanjirenagar, Taluka- Hatkanangale, District- Kolhapur",Maharashtra,,,7.6,7.6,1498,1498,2013
2006,"Bore well at MIDC, Shiroli. Village-Shinoli, Taluka- Chandgad, District- Kolhapur",Maharashtra,,,7.1,7.1,191,191,2013
2007,"Bore wellat Savali, near Gram Panchayat office. Village-Savali,Taluka- Miraj, District- Sangli.",Maharashtra,25,25,7.2,7.2,2183,2183,2013
2008,"Dug well atRusulwadi-Sambarwadi. Village- Sambarwadi, Taluka- Miraj,District- Sangli.",Maharashtra,25,25,7.5,7.5,1275,1275,2013
2202,"Dug well at Ghane Kunt, near Awashi, owned by Shri.RajendraAmre. Village- Ghane Kunt, Taluka- Khed, District- Ratnagiri.",Maharashtra,27,27,6.9,6.9,173,173,2013
2829,"Bore well at MIDC Shiroli nearM/s Pratibha Enterprises. Village- Shiroli, Taluka- Hatkanangale,District- Kolhapur.",Maharashtra,,,7.9,7.9,967,967,2013
2830,"Bore well at MIDC Gokul-Shirgaon. Village- Gokul-Shirgaon, Taluka- Karvir, District- Kolhapur.",Maharashtra,,,7.5,7.5,397,397,2013
2831,"Dug well at Sakharali, near MIDC Islampur near Krishna Milk Industry. Village- Sakharali,Taluka- Walwa,District- Sangli.",Maharashtra,25,25,8,8,455,455,2013
2832,"Dug well No.1 at Brahmanwadi-Anjanwel,owned by Shri. Vaidya. Village- Anjanwel,Taluka- Guhagar, District- Ratnagiri.",Maharashtra,28,28,7.1,7.1,86,86,2013
2833,"Dug well No.-1 at Group Gram Panchayat at Arketwadi, near Masjid Village- Arketwadi,Taluka- Khed, District- Ratnagiri.",Maharashtra,28,28,7.8,7.8,307,307,2013
2834,"Dug well No.2 at Arketwadi.Village- Arketwadi, Taluka- Khed, District- Ratnagiri.",Maharashtra,28,28,7.2,7.2,187,187,2013
2835,"Dug well No. 2, owned byGroup Gram Panchayat, Brahmanwadi- Anjanwel. Village- Anjanwel, Taluka- Guhagar, District- Ratnagiri.",Maharashtra,28,28,7.2,7.2,89,89,2013
1993,"Dug well at Village-Pandharpur , Taluka- Gangapur, District- Aurangabad",Maharashtra,28,28,7.6,7.6,673,673,2013
2200,"Bore well at Katpur, near Z.PSchool.Village- Katpur,Taluka- Paithan,District- Aurangabad.",Maharashtra,30,30,7,7,2968,2968,2013
2201,"Dug well at Ranjangaon. Village- Ranjangaon, Taluka- Gangapur, District- Aurangabad.",Maharashtra,28,28,7.5,7.5,2032,2032,2013
2474,UNCHAHAAR (NEAR THERMAL POWER PLANT,Maharashtra,20,22,7.7,7.9,611,801,2013
2475,"INDUSTRIAL AREA, SULTANPUR ROAD",Maharashtra,21,22,8,8.1,661,751,2013
2825,"Bore well at Wahegaon, near Zilla Parishet School. Village- Wahegaon, Taluka- Paithan,District- Aurangabad.",Maharashtra,28,28,7.9,7.9,1954,1954,2013
1986,Bore well at Village- Motapada Taluka- Dahanu District- Thane,Maharashtra,27,27,8.5,8.5,880,880,2013
1987,Bore well Village-Gokhiware Taluka- Vasai District- Thane,Maharashtra,22,22,7.3,7.3,878,878,2013
1988,"Bore well at Gharatwadi, Village- Aliyali Taluka- Palghar District- Thane",Maharashtra,27,27,8.3,8.3,1154,1154,2013
1990,"Bore well at BMW Site Village-Burudgaon , Taluka- Ahmednagar, District- Ahmednagar.",Maharashtra,25,25,7.7,7.7,1218,1218,2013
1991,"Borewell at MSW Site, Village-Pathardi , Taluka- Nashik, District- Nashik",Maharashtra,26,26,7.7,7.7,981,981,2013
1997,"Bore well near Primary Health Centre. Village-Raipur, Taluka- Hingna, District- Nagpur",Maharashtra,30,30,8.3,8.3,1360,1360,2013
1999,"Bore well Near Gram Panchayat office. Village-Changera, Taluka- Gondia, District- Gondia.",Maharashtra,28,28,7.8,7.8,1006,1006,2013
2002,"Bore well Opp. Gajanan Maharaj Temple atAnjangaon road. Village-Anjangaon, Taluka- Akot, District- Akola",Maharashtra,27,27,8.3,8.3,540,540,2013
