Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
1795,"B/W. - PANCHAYAT OFFICE ,
, BOLLARAM (V) MEDAK
DIST., A.P",ANDHRA PRADESH,32,32,8,8.6,1614,1705,2015
1810,"B/W - SRI RAMNAGAR
COLONY, SAKKAR NAGAR,
BODHAN, NIZAMABAD DIST.
, A.P",ANDHRA PRADESH,28,28,8,7.8,1975,2284,2015
1811,"B/W. - PRIMARY SCHOOL -RUDRAVELLI (V) ,
BIBINAGAR (M), NALGOA
DIST., A.P",ANDHRA PRADESH,29,29,7,7.4,1536,1758,2015
3087,"BORE WELL NEAR VILLAGE
SECRETARIAT, PATHAPADU
(V), KRISHNA, A.P.",ANDHRA PRADESH,22,25,7,7.7,1858,4890,2015
3088,"B/W AT J.NARASIMHA RAO’S
HOUSE, 14NOS. AREA,
RAMAVARAM, NEAR MWS
DUMPSITE, KOTHAGUDEM,
KHAMMAM",ANDHRA PRADESH,21,21,6.9,7.1,1274,1775,2015
3089,"HA PUMP AT TANAM VILL.,
VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,26,28,8,7.9,2116,2480,2015
3090,"HA PUMP AT
PITTAVANIPALEM,
VISHAKHAPATNAM , A.P.",ANDHRA PRADESH,25,27,8,7.8,1811,1903,2015
3091,"BORE WELL AT
KAPULUPPADA DUMPSITE,
VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,25,25,7,7.5,3010,3200,2015
3092,"BORE WELL AT ARINAMA
AKKIVALASA, SRIKAKULAM,
A.P.",ANDHRA PRADESH,24,25,8,8,800,962,2015
3093,"B/W AT ALLADAPALEM
VILLAGE,
PYDIBHIMAVARAM, DISTT
SRIKAKULAM, A.P.",ANDHRA PRADESH,24,26,7,7.5,2398,2442,2015
3094,"B/W AT AKBARNAGAR,
RAMAGUAM, KARIMNAGAR,
A.P.",ANDHRA PRADESH,28,28,7,8,912,944,2015
1533,"DIGBOI, TINSUKIA
DISTT., ASSAM",ASSAM,23,25,6,6.3,211,660,2015
1534,"KARBI ANGLONG DISTT.,
ASSAM",ASSAM,22,24,6,6.9,250,626,2015
1535,"SIBSAGAR , ASSAM",ASSAM,20,25,6,7.7,258,370,2015
1536,"SIBSAGAR, ASSAM",ASSAM,20,22,7,7.1,231,238,2015
1537,"(JORHAT, ASSAM",ASSAM,22,24,7,8.1,87,203,2015
1538,"SILCHAR, ASSAM",ASSAM,22,26,5,6.1,65,72,2015
1539,"BARPETA, ASSAM",ASSAM,26,28,7,8.2,214,587,2015
1540,"BONAIGAON, ASSAM",ASSAM,26,27,7,6.8,34,112,2015
1541,"GUWAHATI, ASSAM",ASSAM,25,25,7,6.6,664,664,2015
1542,"GUWAHATI, ASSAM",ASSAM,24,28,7,7.4,246,761,2015
2243,"GROUND WATER FROM
LEDO, MARGHERITA",ASSAM,25,27,5,7.8,135,298,2015
2244,"GROUND WATER FROM
NAZIRA",ASSAM,20,22,7,7.7,138,242,2015
2245,"GROUND WATER FROM
NUMALIGARH (NEAR NRL
TE LABOR COLONY)",ASSAM,21,26,6,6.5,138,429,2015
2246,"GROUND WATER FROM
SEMENCHAPARI",ASSAM,23,25,7,7.8,172,208,2015
2247,"GROUND WATER FROM
SILAPATHAR",ASSAM,23,25,6,7.5,126,345,2015
2248,"GROUND WATER FROM
LAKHIMPUR TOWN",ASSAM,26,26,6,6.6,145,234,2015
2249,"GROUND WATER FROM
TEZPUR (MISSION
CHARIALI)",ASSAM,22,28,6,6.8,112,153,2015
2250,"GROUND WATER FROM
NAGAON (PANIGAON)",ASSAM,26,28,7,7.1,235,314,2015
2251,"GROUND WATER FROM
JAGIROAD NEAR HPC
EFFLUENT DISCHARGE
POINT",ASSAM,26,29,7,7,259,718,2015
2252,"GROUND WATER NEAR
MSW DUMPING SITE AT
GARCHUK-GUWAHATI",ASSAM,25,26,7,6.9,204,257,2015
2253,"GROUND WATER FROM
NALBARI",ASSAM,27,28,7,6.9,230,305,2015
2254,"GROUND WATER FROM
BARPETA ROAD(RLY
STATION)",ASSAM,26,28,7,8.2,612,703,2015
2255,"GROUND WATER NEAR
BPRL, DHALIGAON",ASSAM,25,27,6,6.5,88,95,2015
2256,"GROUND WATER FROM
KOKRAJHAR DISTRICT
(HS SCHOOL )",ASSAM,25,30,6,7.1,124,181,2015
2257,"GROUND WATER FROM
DHUBRI DISTRICT
(COLLEGE NAGAR )",ASSAM,25,28,7,8.1,438,576,2015
2258,"GROUND WATER FROM
GOALPARA DIST.
(GOALPARA COLLEGE )",ASSAM,25,28,6,7.2,293,390,2015
2259,"GROUND WATER FROM
DIPHU (GOVT. COLLEGE)",ASSAM,20,26,8,7.9,157,971,2015
2260,"GROUND WATER FROM
HAMREN",ASSAM,29,29,6,5.9,216,216,2015
2261,"GROUND WATER FROM
HAFLONG",ASSAM,18,26,6,8.1,125,145,2015
2262,"GROUND WATER FROM
KARIMGANJ (COLLEGE)",ASSAM,25,25,6,5.9,74,74,2015
2263,"GROUND WATER FROM
HIALAKAI (NEAR ASTC
BUS STA )",ASSAM,22,28,8,7.8,152,166,2015
2264,"GROUND WATER IN
PANCHGRAM MARKET
NEAR CACHAR PAPER
MILL",ASSAM,20,28,7,7.5,169,184,2015
1825,"BORE WELL WATER
AT KATRA BAZAR
WATER TANK,
MALSALAMI, PATNA",BIHAR,27,30,8,8.6,591,610,2015
1826,"BORE WELL WATER
AT BHUT NATH ROAD
WATER TANK SEC-3,
KANKARBAGH,PATNA",BIHAR,27,30,8,8.2,570,636,2015
1827,"TAP WATER COMING
FROM OVER HEAD
TANK PMCH
CAMPUS, PATNA",BIHAR,28,31,8,8.2,580,601,2015
1829,"BORE WELL WATER
FROM IGIMS
CAMPUS, PATNA",BIHAR,28,28,8,8.1,715,715,2015
1830,"BORE WELL WATER
(PHED PUMP HOUSE)
SADAR HOSPITAL
CAMPUS,
MUZAFFARPUR",BIHAR,25,25,8,7.7,697,697,2015
1831,"BORE WELL WATER
MMC PUMP HOUSE
BRAHMPURA NAKA,
MUZAFFARPUR",BIHAR,25,25,8,8,677,677,2015
1840,"TAP WATER PHED
PUMP HOUSE MAIN
ROAD, MOTIHARI",BIHAR,24,24,8,7.7,693,693,2015
1841,"TAP WELL WATER
FROM T. MODAL
INTER SCHOOL, G.B
ROAD, GAYA",BIHAR,24,24,7,7.2,891,891,2015
1842,"TAP WATER SAMPLE
AT RAMKUND, GAYA",BIHAR,27,27,7,7,521,521,2015
1843,"PHED WATER
SUPPLY NEAR BUS
STAND, RAJGIR",BIHAR,28,28,7,7.4,840,840,2015
2576,"HAND PUMP WATER
AT CIVIL COURT,
AURANGABAD",BIHAR,24,24,7,7.4,820,820,2015
2578,"HAND PUMP WATER
AT SARDAR PATEL",BIHAR,25,25,8,7.5,901,901,2015
,"BUS STAND,
BHOJPUR",,,,,,,,2015
2579,"TUBE WELL WATER
AT COLLECTRIATE
CAMPUS, BUXAR",BIHAR,24,24,8,7.6,916,916,2015
2580,"HAND PUMP WATER
FROM NAGAR
PARISHAD, BHABHUA",BIHAR,28,28,8,7.8,865,865,2015
2591,"TAP WATER INSIDE
THE CAMPUS OF
TOURIST CAFETERIA,
NALANDA",BIHAR,27,27,7,7,819,819,2015
2592,"NALANDA-HAND
PUMP WATER AT
CIVIL COURT, BIHAR
SARIF",BIHAR,26,26,7,7.2,155,155,2015
2593,"NAWADA-HAND
PUMP WATER AT
COLLECTRIATE
CAMPUS",BIHAR,26,26,7,7.2,623,623,2015
2595,"SAMASTIPUR-HAND
PUMP WATER
COLLEECTRIATE
CAMPUS",BIHAR,28,28,8,8.1,756,756,2015
2598,"WELL-1 ROHTAS
BOREWELL WATER
FROM WATER TANK
NEAR
DHARAMSHALA
SASARAM",BIHAR,27,27,8,7.6,940,940,2015
2599,"WELL-2 ROHTAS
HANDPUMP WATER
AT BUS STAND
SASARAM",BIHAR,28,28,7,7.2,860,860,2015
2600,"VAISHALI TAP
WATER AT RAILWAY
STATION CAMPUS
HAJIPUR",BIHAR,26,26,8,7.6,925,925,2015
3138,"ARRAH(BHOJPUR)-BORE WELL WATER
AT STATION ROAD
NEAR RAILWAY
STATION",BIHAR,24,24,8,8,899,899,2015
3140,"BETTIAH- HANDPUMP
WATER AT RAILWAY
STATION",BIHAR,18,18,8,7.7,376,376,2015
3141,"BODHGAYA-HANDPUMP WATER
AT NEAR LONG LORD
BUDH TEMPLE",BIHAR,28,28,8,7.6,911,911,2015
3142,"BIKRAMGANJ –
HANDPUMP WATER
AT BUS STAND
CHAWK",BIHAR,26,26,7,7,1020,1020,2015
3145,"DEHRI ON SONE-HAND PUMP WATER
NEAR MUFFASIL
THANA MORE",BIHAR,26,26,7,7,143,143,2015
3146,"DUMRAON- BORE
WELL WATER AT
PANI TANKI, BUXAR",BIHAR,27,27,8,7.9,693,693,2015
3150,"MANER-HANDPUMP
WATER AT MAIN
ROAD NEAR KALI
MANDIR",BIHAR,24,24,8,7.9,511,511,2015
3151,"MOHANIA-HANDPUMP WATER
AT MOHANIA GUEST
HOUSE",BIHAR,26,26,8,7.7,826,826,2015
3152,"NARKATIAGANJ-HANDPUMP WATER
AT BUS STAND",BIHAR,25,25,8,8.2,297,297,2015
3153,"PIRO-HANDPUMP
WATER AT CHURCH
HIGH SCHOOL PIRO",BIHAR,30,30,7,7.4,374,374,2015
3154,"GAYA TAPE WATER
SAMPLE AT
RAMKUND",BIHAR,26,26,7,7.4,960,960,2015
3158,"SHERGHATI-BOREWELL WATER
AT BUS STAND",BIHAR,24,24,7,7,407,407,2015
3159,"SHAHPUR-HANDPUMP WATER
AT SHAHPUR HIGH
SCHOOL",BIHAR,26,26,8,8.2,624,624,2015
3160,"RAXAUL-HAND PUMP
WATER AT BUS
STAND",BIHAR,25,25,8,7.7,823,823,2015
3162,"VAISHALI-HANDPUMP
WATER AT VAISHALI
BLOCK",BIHAR,25,25,8,7.6,927,927,2015
2039,"SECTOR 15,
CHANDIGARH",CHANDIGARH,26,30,7,7.6,785,840,2015
2040,"SECTOR 22,
CHANDIGARH",CHANDIGARH,28,30,7,7.3,730,780,2015
2043,"PALSORA
VILLAGE,
CHANDIGARH",CHANDIGARH,26,30,7,7.8,425,1240,2015
2044,"DHANAS VILLAGE,
CHANDIGARH",CHANDIGARH,25,30,7,7.4,902,990,2015
2045,"DADU MAJRA,
CHANDIGARH",CHANDIGARH,30,30,7.6,8,635,635,2015
1620,"AT RAIPUR REGION,
CHHATISGARH.",CHHATTISGARH,27,28,8,7.8,534,686,2015
1621,"AT RAIPUR REGION,
CHHATISGARH.",CHHATTISGARH,27,29,8,7.8,542,568,2015
1622,"AT BILASPUR
REGION,
CHHATISGARH.",CHHATTISGARH,30,34,8,7.5,638,738,2015
1623,"AT BILASPUR
REGION,
CHHATISGARH.",CHHATTISGARH,32,34,8,7.5,358,1814,2015
3171,"HA PUMP WATER
17/10 NEPALI
MOHLLA, SHANKAR
NAGAR, HEAVY
INDUSTRIAL AREA,
BHILAI, and
CHHATISGARH.",CHHATTISGARH,27,27,3,7.4,,,2015
3172,"BOREWELL/
HAPUMP IN
ROGBAHRI VILLAGE,
KORBA,
CHHATISGARH.",CHHATTISGARH,26,27,7,7.1,,,2015
3173,"BOREWELL/
HAPUMP IN
PARSABHATA,
BALCO, KORBA,
CHHATISGARH.",CHHATTISGARH,26,27,7,7.2,,,2015
3174,"BOREWELL/
HAPUMP IN
DHANRAS, NTPC,
KORBA,
CHHATISGARH.",CHHATTISGARH,26,27,7,7.1,,,2015
1440,"WELL AT SOMNATH
INDUSTRIAL ESTATE,
DAMAN",DAMAN & DIU,27,31,7,7.9,648,1341,2015
2448,"VILLAGE BHIMPORE,
DAMAN",DAMAN & DIU,27,27,7,6.9,546,546,2015
2449,"VILLAGE
RINGANWADA,
DAMAN",DAMAN & DIU,26,26,7,7.2,1732,1732,2015
2450,"VILLAGE DUNETHA,
DAMAN",DAMAN & DIU,28,28,7,7.3,518,518,2015
2451,"VILLAGE DABHEL,
DAMAN",DAMAN & DIU,26,26,7,7,580,580,2015
2452,"VILLAGE KACHIGAM,
DAMAN",DAMAN & DIU,27,27,7,7.4,1649,1649,2015
2453,"VILLAGE KHANVEL,
DADRA",DADRA & NAGAR HAVELI,27,27,8,7.8,446,446,2015
2454,"VILLAGE ATHAL,
DADRA",DADRA & NAGAR HAVELI,27,27,7,7.3,569,569,2015
2455,"VILLAGE MASAT,
DADRA",DADRA & NAGAR HAVELI,27,27,8,7.5,1564,1564,2015
2456,"VILLAGE PIPERIA,
DADRA",DADRA & NAGAR HAVELI,27,27,7,7.3,1281,1281,2015
2457,"VILLAGE GALOA,
DADRA",DADRA & NAGAR HAVELI,28,28,7,7.3,1010,1010,2015
2458,"VILLAGE, DADRA",DADRA & NAGAR HAVELI,28,28,7,7.4,1733,1733,2015
3479,"WELL AT AURBIO
MARG, DELHI",DELHI,,,8,7.8,2590,2590,2015
3480,"WELL AT BAWANA,
DELHI",DELHI,,,8,7.5,765,765,2015
3486,"WELL AT DHAULA
KAUN, DELHI",DELHI,,,8,7.5,1090,1090,2015
3488,"WELL AT DILSHAD
GARDEN, DELHI",DELHI,,,8,7.5,732,732,2015
3489,"WELL AT DWARKA,
DELHI",DELHI,,,,,,,2015
3490,"WELL AT FATEH
PUR BERI, DELHI",DELHI,,,7,7.3,1330,1330,2015
3493,"WELL AT GAHI
NAGAR, DELHI",DELHI,,,8,7.5,1880,1880,2015
3496,"WELL AT ISBT,
DELHI",DELHI,,,7,7.4,1255,1255,2015
3500,"WELL AT KAMLA
NAGAR, DELHI",DELHI,,,8,7.6,3310,3310,2015
3504,"WELL AT
KHICHDIPUR, DELHI",DELHI,,,8,7.5,2720,2720,2015
3506,"WELL AT LAJPAT
NAGAR, DELHI",DELHI,,,7,7.2,162,162,2015
3507,"WELL AT LAKSHMI
NAGAR, DELHI",DELHI,,,7,7.4,750,750,2015
3508,"WELL AT LAMPUR,
DELHI",DELHI,,,7,7.2,900,900,2015
3514,"WELL AT MATIALA,
DELHI",DELHI,,,7,7.1,1640,1640,2015
3515,"WELL AT MAYA
PURI, DELHI",DELHI,,,7,7.4,2630,2630,2015
3516,"WELL AT MAYUR
VIHAR, DELHI",DELHI,,,7,7.6,917,1112,2015
3518,"WELL AT NARAINA
IL AREA, DELHI",DELHI,,,8,8,2770,2770,2015
3520,"WELL AT OKHLA,
DELHI",DELHI,,,7,7.9,984,1665,2015
3525,"WELL AT PATEL
NAGAR, DELHI",DELHI,,,7,7.4,560,560,2015
3527,"WELL AT
PATPARGANJ IL
AREA, DELHI",DELHI,,,7,7.9,503,2740,2015
3529,"WELL AT PILANJI,
DELHI",DELHI,,,8,7.9,1755,1755,2015
3532,"WELL AT RAJEER
NAGAR, DELHI",DELHI,,,7,7.4,728,728,2015
3533,"WELL AT RAJPURA
ROAD, DELHI",DELHI,,,8,7.5,1330,1330,2015
3536,"WELL AT SAKET,
DELHI",DELHI,,,8,7.7,1240,1240,2015
3539,"WELL AT SINGOLA,
DELHI",DELHI,,,9,8.6,1930,1930,2015
3543,"WELL AT
TRILOKPURI, DELHI",DELHI,,,7,8.2,998,2760,2015
3545,"WELL AT VASANT
KUNJ, DELHI",DELHI,,,8,8,915,915,2015
3546,"WELL AT VASANT
VIHAR, DELHI",DELHI,,,8,7.5,2370,2370,2015
3547,"WELL AT
VASUHARA
ENCLAVE, DELHI",DELHI,,,8,7.8,720,720,2015
3549,"WELL AT VISHWAS
NAGAR, DELHI",DELHI,,,7,7.6,903,1550,2015
3550,"WELL AT VIVEK
VIHAR, DELHI",DELHI,,,7,7.3,3020,3020,2015
3551,"WELL AT YAMUNA
VIHAR, DELHI",DELHI,,,8,7.6,1060,1060,2015
2277,"WELL AT VERNA
II.ESTATE.(M/S CIPLA
LIMITED)",GOA,27,32,6,7.1,265,295,2015
2278,"WELL AT SANCOALE
IL.ESTATE",GOA,26,31,7,8,104,115,2015
2280,"WELL AT KUDAI IL.
ESTATE(M/S CADILA
HEALTHCARE
LIMITED)",GOA,29,32,6,7.3,149,203,2015
2281,"WELL AT CORLIM IL.
ESTATE",GOA,25,32,6,6.9,52,71,2015
2282,"WELL AT PILERNE
INDUSTRIAL
ESTATE(M/S
UNICHEM )",GOA,28,32,7,7.3,258,280,2015
3193,"BORE WELL AT
CUNCOLIM
INDUSTRIAL ESTATE",GOA,29,30,6,6.8,224,296,2015
3194,"BORE WELL AT
BETHORA
INDUSTRIAL ESTATE",GOA,25,29,6,5.8,94,105,2015
3195,"BORE WELL AT
MADKAIM
INDUSTRIAL ESTATE",GOA,26,29,6,6.6,71,73,2015
1226,"WELL AT NAROL,
AHMEDABAD, GUJARAT",GUJARAT,33,33,8,8.8,279,1890,2015
1948,BHAVNAGAR,GUJARAT,29,30,7,7.5,1306,2300,2015
1949,AMRELI,GUJARAT,30,30,8,8,1903,2760,2015
1951,RAJKOT,GUJARAT,25,30,8,8.2,506,1230,2015
1953,JAMNAGAR,GUJARAT,29,30,7,7.3,927,1113,2015
1955,PALANPUR,GUJARAT,,,8,8.3,1465,1730,2015
1956,MEHASANA,GUJARAT,28,29,8,8.6,,,2015
1957,SIDDHPUR (DIST.PATAN),GUJARAT,27,30,8,8.6,1280,1405,2015
1958,HIMATNAGAR,GUJARAT,27,30,8,8.3,,,2015
1959,NADIAD,GUJARAT,24,28,8,7.8,1852,2463,2015
1960,DAHOD,GUJARAT,31,31,7,7.4,672,672,2015
1961,GODHARA,GUJARAT,30,30,8,7.7,840,840,2015
1963,"ANKLESHWAR
(INDUSTRIAL AREA)",GUJARAT,29,29,7,7.4,3540,3540,2015
1964,"PAESARA (INDUSTRIAL)
SURAT",GUJARAT,28,28,8,7.6,1774,1774,2015
1965,"MORA-HAJIRA
(INDUSTRIAL), HAJIRA",GUJARAT,28,28,8,8,1612,1612,2015
1966,"GABHENI VILLAGE, SURAT
(INDUSTRIAL)",GUJARAT,28,30,7,8,1460,3268,2015
1967,"ATUL, VILLAGE G.W,
(VALSAD)",GUJARAT,28,30,8,8.1,910.2,1050,2015
1968,"VAPI INDUSTRIAL AREA IN
D/S, VAPI",GUJARAT,28,31,8,7.8,742,812.8,2015
1969,"SARIGAM VILLAGE (D/S
OF INDUSTRIAL AREA),
VAPI",GUJARAT,27,29,8,7.6,900,1072,2015
2084,"BORE WELL OF PALSANA
VILLAGE.",GUJARAT,28,28,8,8.1,,,2015
2086,"BORE WELL AT MSW
DISPOSAL SITE OF SURAT
MUNICIPAL
CORPORATION AT VILL.
KHAJOD, DIST. SURAT.",GUJARAT,28,28,7,7.3,58936,58936,2015
2087,"B/W- HAZARDOUS W.
DISPOSAL SITE (GUJ.
ENVIRO P.& I. LTD. )",GUJARAT,28,28,8,8.2,3016,3016,2015
2088,"BORE WELL OF SACHIN
GIDC.",GUJARAT,28,29,7,7.8,2352,18546,2015
2089,"B/W NEAR IL. AREA
BORASARA & NAVAPURA,
DIST. SURAT.",GUJARAT,27,27,8,7.9,2450,2450,2015
2090,WELL AT OLPAD.,GUJARAT,28,28,7,7.9,2810,12086,2015
2091,"FROM BORE WELL OF
NAVSARI GIDC
INDUSTRIES
ASSOCIATION OFFICE.",GUJARAT,26,29,8,7.8,1966,2196,2015
2092,"FROM WATER WORKS OF
NAVSARI NEAR DHUDIA
TALAV.",GUJARAT,28,29,7,7.7,820,1480,2015
2093,"BORE WELL OF BARDOLI
AT REST HOUSE.",GUJARAT,26,28,8,8.2,1470,2190,2015
2095,"BORE WELL AT STP
MADHAPAR, DIST.
RAJKOT.",GUJARAT,,,7,7.4,,,2015
2096,"BORE WELL, SNR.
VINAYAK JAL
SUDDHIKARAN SAHAKARI
MAALI LTD. (CETP ), VILL.
BAVLA, DIST.
AHMEDABAD.",GUJARAT,,,7,7.9,4128,4320,2015
2097,"BORE WELL OF
SOMESHWAR RICE MILL,
NR. BAVLA ECO PROJECT,
(CETP ), VILL. BAVLA,
DIST. AHMEDABAD.",GUJARAT,28,28,8,8.5,2048,4762,2015
2098,"BORE WELL OF PIRANA
TERMINAL PUMPING
STATION, PIRANA, NR. V.
N. BRIDGE, AHMEDABAD.",GUJARAT,25,27,8,7.8,,,2015
1970,"BOREWELL D/S TSDF
SITE, GIDC INDUSTRIAL
AREA, VAPI",GUJARAT,24,33,8,8,,,2015
3207,"BOREWELL OF GIDC,
JHAGADIA",GUJARAT,28,28,8,8,100,100,2015
3208,"JILLA PANCHAYAT
SCHOOL, NEAR GRAM
PANCHAYAT KATA FALIA,
VILLAGE NAMDHA,
VALSAD",GUJARAT,26,26,8,7.8,,,2015
3210,"BOREWELL AT PIRAMAL
GLASS, VILLAGE TARSADI
AT KOSAMBA INDUSTRIAL
AREA, SURAT",GUJARAT,26,30,7,7.8,,,2015
3211,"BOREWELL AT PRIMARY
HEALTH CENTER,
KADODARA, SURAT",GUJARAT,24,30,8,7.9,,,2015
3212,"BOREWELL NEAR
CENTER OF EXCELLENCE
BUILDING, GIDC, VATVA,
AHMEDABAD",GUJARAT,33,34,8,8.9,1765,1790,2015
3213,"BOREWELL, CETP-NARODA, GIDC, NARODA-AHMEDABAD",GUJARAT,33,33,8,8.9,1178,1210,2015
3214,"BOREWELL NEAR GIDC
ODHAV INDUSTRIAL
ASSOCIATION BUILDING,
GIDC, ODHAV,
AHMEDABAD",GUJARAT,33,33,8,8.9,1370,1511,2015
3216,"BOREWELL NEAR TSDF
SITE OF GREEN
ENVIRONMNET SERVICES
CO. OP.LTD, VATVA,
AHMEDABAD",GUJARAT,33,33,8,9,1964,1990,2015
3217,"BOREWELL NEAR TSDF
SITE OF NARODA ENVIRO
PROJECT.LTD, ODHAVE,
AHMEDABAD",GUJARAT,33,34,8,9,1560,1657,2015
3218,"WELL OF MODASA,
NAGAR PALIKA,
VARIGRUH, MODASA",GUJARAT,28,28,8,7.7,,,2015
3219,"WELL OF IDAR, NAGAR
PALIKA, SAKARIA, IDAR",GUJARAT,25,25,8,7.6,1365,1365,2015
3220,"BOREWELL OF GIDC-NADIAD AT GIDC OFFICE,
GIDC NADIAD, KHEDA",GUJARAT,24,29,8,8.1,,,2015
3221,"BOREWELL OF TOWN
RAJPIPLA, DIST.NARMADA",GUJARAT,29,29,7,7.4,546,546,2015
3222,"BOREWELL OF GIDC,
PANOLI",GUJARAT,30,30,8,7.6,4540,4540,2015
3223,"BOREWELL KADI
INDUSTRIAL AREA",GUJARAT,28,32,8,8.2,,,2015
3224,DEESA BOREWELL,GUJARAT,27,27,8,8.8,1246,3255,2015
3226,PATAN BOREWELL,GUJARAT,27,30,8,8.5,,,2015
3227,"VIJAPUR (RANASAN)
BOREWELL",GUJARAT,29,32,8,8.1,,,2015
3236,"BOREWELL OF M/S ALFA
ECA (I) LTD., UNIT-1,
SR.NO. 249, UMA I.
ESTATE, VASNA , IYAVA,
SANA, AHMEDABAD",GUJARAT,28,28,9,8.5,1630,1710,2015
3237,"BOREWELL OF L & T LTD.,
PLOT NO. 144/146,
SARKHEJ-BAVLA ROAD,
SANA, AHMEDABAD",GUJARAT,28,28,8,8.1,3212,4280,2015
3238,"BOREWELL OF GIDC
KANSARI",GUJARAT,,,8,7.9,4076,6120,2015
3239,"BOREWELL OF GIDC,
SOJITRA",GUJARAT,,,8,7.7,2120,2120,2015
3242,"BOREWELL NEAR TSDF
OF GUJARAT MARITIME
BOARD, ALANG,
BHAVNAGAR",GUJARAT,30,30,8,8,2310,2930,2015
3243,"BOREWELL OF GIDC,
VARTEJ, BHAVNAGAR",GUJARAT,28,29,7,8.1,3080,3200,2015
3244,"BOREWELL NEAR TSDF
OF BHARUCH ENVIRO
INFRASTRUCTURE
LIMITED, ANKLESHWAR,
BHARUCH",GUJARAT,29,29,7,7.2,4200,4200,2015
3246,"BOREWELL OF GIDC
OFFICE, SHANKAR TEKRI,
UDHYOGNAGAR,
JAMNANGAR",GUJARAT,29,30,7,7.4,,,2015
3247,"BOREWELL OF SHRI
MAHAVIR METAL CRAFT
PVT. LTD., PLOT NO. 3059,
ROAD NO.6, NR. MAHAVIR
CIRCLE, PHASE-III, GIDC,
DARED, JAMNAGAR",GUJARAT,29,30,8,7.8,,,2015
,,,,,,,,,2015
,,,,,,,,,2015
2759,"DUGWELL AT
GAGHWAL(KATHUA DISTT),
J&K",JAMMU & KASHMIR,20,20,7,6.8,455,455,2015
2760,"MALADHAR
TALAB(PO)HATLI
(KATHUA), J&K",JAMMU & KASHMIR,20,20,7,6.7,310,310,2015
